CustomerID,Age,Gender,Region
204,30,Female,South
205,32,Male,West
206,57,Male,South
207,32,Male,North
208,46,Female,West
209,35,Male,North
210,31,Female,North
211,40,Female,North
212,61,Male,South
213,42,Female,South
214,63,Female,North
215,35,Male,East
216,53,Male,West
217,31,Male,South
218,62,Female,East
219,25,Male,West
220,41,Male,North
221,27,Female,East
222,41,Female,South
223,47,Female,West
224,63,Female,North
225,64,Female,West
226,60,Female,East
227,35,Female,East
228,30,Male,South
229,59,Female,East
230,49,Female,North
231,18,Male,East
232,41,Female,East
233,62,Male,West
234,54,Male,South
235,50,Female,South
236,22,Female,South
237,38,Female,South
238,55,Male,East
239,58,Male,South
240,20,Female,South
241,30,Male,South
242,43,Female,West
243,28,Male,West
244,32,Female,East
245,49,Female,West
246,37,Female,South
247,43,Male,South
248,41,Female,South
249,43,Male,South
250,50,Male,West
251,41,Female,North
252,62,Male,North
253,65,Female,North
254,37,Female,South
255,35,Female,East
256,53,Male,North
257,54,Male,East
258,38,Male,West
259,63,Female,South
260,51,Female,West
261,60,Female,East
262,35,Female,East
263,36,Female,South
264,64,Male,West
265,32,Male,North
266,40,Female,East
267,63,Female,North
268,53,Female,South
269,51,Female,North
270,27,Male,East
271,35,Female,East
272,45,Female,North
273,41,Male,East
274,58,Female,North
275,60,Female,East
276,24,Female,East
277,35,Male,North
278,56,Female,North
279,36,Female,West
280,27,Female,North
281,28,Female,West
282,65,Female,East
283,20,Male,West
284,35,Male,East
285,24,Male,South
286,30,Male,East
287,29,Female,North
288,34,Male,South
289,32,Male,East
290,46,Female,South
291,41,Male,West
292,40,Male,North
293,25,Male,West
294,52,Female,South
295,23,Female,South
296,24,Male,South
297,37,Female,South
298,48,Male,North
299,54,Female,East
300,35,Male,North
301,60,Male,North
302,40,Male,North
303,41,Male,North
304,21,Male,East
305,51,Male,West
306,42,Female,East
307,53,Female,South
308,56,Female,South
309,42,Female,West
310,51,Female,South
311,38,Male,North
312,51,Female,North
313,60,Female,South
314,50,Male,East
315,33,Male,West
316,44,Female,North
317,52,Male,South
318,61,Female,West
319,42,Male,South
320,39,Male,West
321,48,Female,West
322,38,Male,East
323,42,Female,West
324,20,Male,West
325,37,Male,North
326,33,Male,East
327,27,Male,West
328,45,Male,North
329,22,Female,East
330,63,Male,West
331,38,Female,North
332,57,Male,South
333,19,Female,East
334,28,Male,North
335,37,Female,East
336,31,Male,East
337,57,Male,East
338,34,Female,North
339,48,Female,South
340,48,Male,South
341,39,Male,West
342,24,Female,South
343,25,Male,South
344,59,Female,North
345,34,Male,West
346,62,Female,South
347,48,Male,East
348,52,Female,South
349,49,Female,North
350,26,Female,North
351,49,Male,North
352,45,Female,West
353,27,Male,South
354,26,Female,East
355,58,Female,North
356,39,Female,West
357,65,Male,North
358,48,Male,South
359,28,Female,North
360,23,Male,North
361,61,Male,West
362,42,Female,North
363,42,Female,South
364,62,Female,West
365,46,Female,West
366,61,Male,West
367,31,Female,West
368,24,Female,East
369,53,Male,West
370,54,Male,East
371,42,Female,South
372,30,Male,West
373,27,Female,East
374,45,Female,North
375,23,Female,North
376,18,Female,East
377,47,Male,South
378,46,Male,West
379,40,Male,North
380,33,Male,South
381,18,Male,East
382,61,Male,East
383,36,Female,East
384,49,Male,West
385,31,Female,West
386,64,Male,North
387,58,Male,East
388,47,Female,North
389,28,Male,South
390,30,Female,East
391,49,Female,South
392,55,Female,South
393,18,Female,East
394,28,Female,East
395,65,Female,South
396,54,Female,South
397,50,Female,East
398,28,Female,West
399,64,Female,West
400,60,Male,North
401,28,Female,North
402,64,Female,West
403,20,Male,North
404,40,Female,West
405,52,Female,East
406,26,Male,South
407,34,Female,West
408,45,Female,West
409,44,Male,South
410,33,Female,North
411,25,Female,East
412,60,Male,East
413,59,Male,East
414,27,Male,North
415,41,Male,East
416,53,Female,South
417,30,Female,South
418,47,Female,East
419,19,Female,West
420,45,Male,East
421,27,Female,East
422,47,Female,East
423,40,Male,East
424,51,Male,West
425,61,Female,South
426,52,Female,South
427,58,Female,South
428,26,Male,South
429,34,Female,East
430,51,Male,East
431,34,Female,West
432,36,Male,North
433,64,Male,West
434,51,Female,West
435,41,Female,North
436,24,Female,South
437,19,Female,North
438,54,Female,East
439,50,Female,North
440,23,Female,South
441,63,Female,South
442,52,Male,West
443,65,Male,East
444,28,Male,North
445,43,Female,South
446,51,Female,North
447,63,Male,South
448,25,Female,East
449,24,Male,East
450,19,Male,West
451,43,Female,West
452,49,Female,South
453,40,Female,East
454,38,Male,West
455,50,Female,South
456,20,Female,West
457,39,Male,West
458,64,Male,West
459,39,Male,East
460,53,Female,North
461,19,Female,West
462,43,Male,West
463,61,Male,South
464,48,Female,North
465,49,Male,East
466,62,Female,South
467,32,Male,North
468,26,Male,East
469,27,Female,South
470,62,Female,South
471,45,Male,South
472,61,Male,South
473,28,Female,North
474,54,Female,East
475,29,Male,East
476,23,Female,South
477,38,Male,North
478,55,Male,East
479,40,Male,North
480,21,Male,North
481,35,Female,North
482,35,Male,East
483,25,Male,North
484,26,Female,North
485,20,Female,South
486,24,Female,South
487,37,Female,West
488,19,Male,North
489,26,Male,North
490,62,Female,West
491,53,Male,North
492,38,Male,East
493,39,Male,East
494,33,Male,South
495,51,Female,West
496,59,Male,South
497,30,Female,South
498,35,Female,North
499,53,Male,East
500,51,Male,East
501,51,Female,South
502,53,Female,West
503,61,Male,South
504,25,Female,East
505,58,Male,South
506,36,Female,East
507,63,Male,South
508,34,Male,East
509,26,Female,North
510,50,Male,North
511,39,Female,West
512,51,Male,West
513,31,Male,North
514,25,Male,West
515,39,Male,North
516,28,Male,North
517,40,Male,West
518,53,Female,South
519,31,Male,East
520,39,Male,East
521,43,Male,West
522,32,Male,North
523,48,Male,North
524,53,Female,South
525,38,Male,North
526,51,Male,East
527,34,Male,South
528,19,Female,East
529,29,Male,West
530,20,Female,North
531,61,Female,West
532,34,Male,West
533,64,Male,East
534,18,Female,East
535,50,Male,North
536,26,Male,South
537,40,Female,East
538,19,Male,West
539,26,Female,East
540,52,Female,West
541,53,Female,East
542,58,Female,West
543,49,Male,North
544,53,Male,West
545,56,Male,East
546,47,Male,West
547,50,Female,East
548,48,Female,North
549,53,Male,West
550,53,Male,North
551,50,Male,South
552,22,Male,South
553,48,Male,North
554,51,Male,South
555,54,Female,East
556,31,Male,West
557,37,Female,South
558,61,Female,South
559,40,Male,West
560,65,Female,East
561,64,Male,South
562,64,Female,North
563,37,Female,North
564,58,Female,North
565,47,Female,North
566,45,Male,East
567,50,Male,East
568,52,Female,South
569,43,Male,West
570,57,Female,South
571,49,Female,North
572,51,Male,East
573,44,Female,East
574,55,Male,West
575,21,Male,East
576,41,Female,East
577,52,Female,South
578,26,Male,North
579,46,Male,North
580,39,Male,West
581,19,Female,East
582,57,Male,North
583,57,Male,West
584,43,Male,North
585,39,Female,East
586,32,Male,South
587,18,Male,South
588,25,Male,South
589,46,Male,South
590,26,Male,East
591,65,Female,East
592,56,Female,North
593,44,Male,West
594,38,Female,North
595,33,Female,South
596,27,Female,East
597,63,Female,South
598,19,Female,North
599,42,Female,North
600,38,Male,North
601,35,Female,West
602,30,Male,South
603,20,Female,North
604,25,Male,North
605,34,Male,South
606,46,Female,East
607,34,Female,West
608,52,Female,West
609,38,Female,East
610,32,Female,South
611,37,Male,East
612,61,Female,West
613,25,Female,West
614,39,Female,South
615,27,Male,East
616,29,Female,West
617,27,Female,West
618,61,Male,South
619,46,Female,South
620,27,Male,West
621,26,Female,North
622,42,Female,North
623,23,Female,North
624,19,Female,West
625,20,Male,West
626,59,Female,South
627,18,Male,East
628,30,Male,East
629,53,Female,West
630,50,Male,West
631,25,Female,West
632,53,Male,North
633,50,Female,South
634,25,Male,East
635,34,Female,North
636,41,Male,East
637,52,Female,South
638,52,Male,South
639,60,Male,East
640,33,Female,East
641,62,Female,South
642,65,Male,West
643,48,Male,North
644,62,Female,East
645,64,Female,North
646,41,Female,South
647,65,Female,South
648,47,Female,West
649,49,Male,South
650,39,Female,East
651,52,Female,South
652,62,Female,North
653,46,Male,West
654,35,Female,North
655,43,Female,East
656,62,Male,North
657,50,Female,East
658,37,Male,East
659,37,Male,West
660,32,Female,East
661,48,Female,East
662,27,Male,South
663,63,Female,North
664,55,Male,East
665,38,Female,East
666,34,Female,East
667,43,Male,East
668,60,Male,West
669,38,Male,East
670,20,Female,South
671,63,Female,North
672,29,Male,South
673,31,Male,North
674,41,Male,East
675,29,Male,East
676,58,Female,North
677,50,Female,North
678,59,Female,South
679,44,Female,West
680,50,Male,West
681,38,Male,South
682,29,Male,North
683,22,Female,West
684,48,Male,West
685,24,Male,North
686,59,Female,North
687,44,Female,South
688,50,Male,North
689,65,Male,South
690,36,Male,East
691,41,Male,East
692,63,Female,North
693,33,Female,East
694,39,Female,West
695,29,Male,North
696,51,Female,West
697,64,Female,South
698,20,Male,East
699,48,Male,North
700,52,Male,South
701,21,Male,North
702,58,Male,West
703,22,Female,East
704,37,Female,North
705,44,Male,South
706,28,Male,East
707,37,Male,South
708,23,Female,South
709,45,Male,South
710,22,Male,West
711,64,Female,West
712,41,Male,East
713,40,Female,West
714,53,Male,West
715,22,Male,South
716,51,Male,West
717,28,Female,West
718,50,Male,West
719,56,Male,West
720,25,Female,East
721,18,Female,East
722,30,Male,North
723,18,Male,North
724,56,Male,South
725,19,Female,South
726,24,Female,East
727,60,Male,West
728,25,Female,East
729,57,Male,East
730,38,Female,North
731,57,Male,South
732,35,Female,East
733,39,Female,North
734,28,Male,West
735,51,Male,South
736,21,Male,South
737,58,Female,North
738,39,Male,East
739,37,Male,North
740,44,Male,North
741,26,Female,West
742,64,Female,West
743,33,Female,East
744,55,Female,West
745,64,Male,North
746,62,Female,East
747,29,Male,East
748,27,Male,South
749,60,Male,West
750,32,Male,North
751,44,Male,East
752,65,Female,West
753,24,Female,West
754,45,Male,West
755,28,Male,West
756,53,Male,South
757,27,Male,West
758,25,Female,North
759,29,Male,West
760,62,Female,South
761,55,Male,West
762,56,Female,North
763,18,Male,North
764,32,Female,South
765,25,Male,South
766,60,Male,South
767,61,Female,South
768,56,Male,North
769,26,Female,West
770,36,Male,South
771,53,Male,South
772,54,Male,East
773,51,Female,East
774,55,Female,North
775,49,Male,East
776,54,Male,South
777,46,Female,South
778,56,Male,North
779,36,Female,East
780,32,Male,East
781,43,Male,West
782,40,Male,East
783,50,Male,South
784,59,Female,West
785,43,Female,South
786,27,Female,South
787,26,Male,West
788,25,Male,East
789,62,Female,South
790,61,Female,East
791,53,Male,South
792,44,Male,North
793,25,Female,South
794,34,Male,South
795,44,Female,South
796,44,Female,North
797,23,Female,East
798,32,Male,West
799,37,Male,South
800,26,Female,South
801,55,Female,East
802,20,Male,East
803,18,Male,South
804,47,Female,East
805,55,Male,East
806,54,Male,East
807,27,Female,South
808,43,Female,West
809,30,Male,East
810,22,Female,North
811,48,Male,West
812,28,Female,South
813,60,Male,North
814,52,Female,South
815,21,Male,South
816,34,Female,South
817,56,Female,West
818,58,Male,North
819,46,Female,West
820,55,Female,West
821,57,Female,North
822,44,Female,East
823,53,Female,East
824,38,Male,North
825,27,Female,East
826,36,Female,West
827,56,Male,North
828,62,Female,East
829,25,Male,South
830,20,Male,West
831,63,Male,West
832,60,Female,South
833,20,Female,South
834,62,Female,West
835,31,Male,East
836,34,Male,West
837,61,Female,North
838,41,Male,North
839,61,Male,East
840,39,Female,East
841,27,Female,West
842,34,Female,South
843,35,Male,West
844,34,Male,North
845,61,Male,North
846,53,Male,West
847,22,Female,North
848,60,Male,East
849,29,Male,North
850,18,Male,North
851,22,Male,West
852,37,Female,West
853,64,Male,West
854,63,Male,West
855,21,Female,East
856,32,Male,North
857,41,Female,South
858,39,Female,East
859,38,Male,North
860,55,Male,East
861,19,Female,West
862,36,Female,East
863,36,Male,South
864,22,Female,North
865,63,Female,East
866,47,Female,South
867,46,Male,North
868,19,Male,North
869,22,Female,North
870,47,Female,West
871,53,Female,West
872,26,Female,North
873,44,Female,South
874,53,Male,North
875,34,Male,West
876,52,Male,East
877,65,Female,West
878,52,Female,West
879,40,Male,East
880,27,Female,East
881,63,Male,West
882,64,Female,East
883,33,Female,East
884,48,Female,East
885,23,Female,West
886,20,Female,North
887,43,Male,North
888,24,Female,East
889,50,Female,North
890,32,Female,West
891,33,Female,South
892,20,Male,South
893,46,Female,East
894,58,Female,South
895,21,Female,North
896,64,Male,North
897,38,Male,West
898,52,Male,West
899,30,Male,East
900,39,Female,North
901,33,Male,South
902,31,Male,North
903,54,Female,East
904,33,Male,East
905,43,Female,South
906,19,Female,South
907,27,Male,East
908,65,Male,West
909,59,Female,East
910,42,Female,South
911,57,Male,West
912,30,Female,North
913,63,Female,East
914,48,Female,North
915,34,Male,East
916,62,Male,North
917,62,Female,North
918,62,Female,West
919,63,Male,South
920,60,Female,East
921,57,Male,South
922,62,Female,North
923,59,Male,South
924,21,Male,North
925,46,Male,South
926,54,Female,South
927,45,Female,North
928,26,Male,East
929,65,Male,North
930,55,Male,West
931,32,Female,South
932,59,Male,South
933,29,Female,North
934,20,Female,West
935,37,Male,North
936,24,Female,East
937,32,Male,East
938,46,Female,East
939,51,Male,East
940,21,Female,South
941,61,Male,East
942,49,Female,North
943,47,Male,East
944,55,Female,North
945,48,Female,South
946,20,Male,East
947,50,Male,North
948,48,Male,North
949,20,Female,North
950,61,Male,West
951,42,Female,South
952,54,Male,South
953,42,Male,East
954,39,Male,South
955,30,Male,West
956,30,Male,South
957,29,Male,West
958,48,Female,North
959,25,Female,North
960,45,Male,East
961,21,Male,North
962,44,Female,West
963,43,Female,West
964,50,Female,West
965,18,Male,East
966,56,Female,West
967,51,Female,North
968,52,Male,East
969,49,Male,South
970,35,Female,West
971,36,Male,East
972,51,Male,South
973,50,Female,North
974,54,Female,West
975,54,Female,East
976,57,Male,West
977,39,Male,West
978,36,Male,South
979,36,Male,East
980,40,Male,East
981,49,Female,East
982,24,Female,East
983,29,Male,East
984,59,Female,East
985,54,Male,South
986,64,Male,South
987,37,Female,North
988,37,Male,North
989,36,Female,South
990,48,Female,West
991,35,Female,North
992,63,Female,East
993,43,Male,South
994,56,Male,West
995,26,Male,West
996,64,Female,East
997,30,Female,West
998,30,Male,North
999,31,Female,South
1000,24,Male,West
1001,35,Male,South
1002,50,Male,East
1003,26,Female,East
1004,62,Male,East
1005,36,Male,West
1006,20,Female,East
1007,52,Male,South
1008,40,Female,West
1009,33,Female,East
1010,43,Female,West
1011,45,Male,East
1012,37,Male,East
1013,27,Female,West
1014,34,Female,West
1015,49,Female,East
1016,41,Female,South
1017,60,Female,West
1018,49,Female,East
1019,65,Female,North
1020,39,Male,South
1021,62,Female,South
1022,57,Female,North
1023,53,Male,North
1024,36,Female,South
1025,26,Female,South
1026,26,Male,South
1027,54,Male,East
1028,36,Male,North
1029,65,Male,North
1030,48,Female,East
1031,56,Female,South
1032,37,Female,West
1033,53,Female,West
1034,37,Male,North
1035,38,Male,North
1036,51,Male,East
1037,38,Female,South
1038,24,Female,West
1039,40,Female,East
1040,31,Male,North
1041,45,Male,East
1042,27,Male,South
1043,58,Male,North
1044,24,Male,South
1045,40,Male,South
1046,65,Male,West
1047,37,Female,West
1048,47,Male,East
1049,48,Male,West
1050,33,Female,North
1051,65,Female,South
1052,20,Male,South
1053,56,Male,East
1054,36,Male,East
1055,54,Male,North
1056,37,Male,East
1057,36,Female,West
1058,41,Female,South
1059,48,Female,West
1060,25,Female,North
1061,64,Female,South
1062,33,Female,South
1063,23,Female,East
1064,39,Female,North
1065,45,Male,South
1066,24,Female,West
1067,58,Female,South
1068,22,Female,South
1069,31,Female,West
1070,27,Female,West
1071,34,Female,East
1072,36,Female,South
1073,65,Male,South
1074,56,Female,North
1075,62,Female,North
1076,22,Male,West
1077,47,Male,East
1078,62,Male,South
1079,59,Male,East
1080,21,Female,West
1081,56,Male,East
1082,45,Female,East
1083,63,Male,East
1084,35,Male,North
1085,61,Male,West
1086,43,Male,North
1087,50,Female,South
1088,25,Male,South
1089,57,Male,East
1090,31,Male,West
1091,30,Male,West
1092,48,Male,East
1093,20,Female,South
1094,51,Female,South
1095,39,Female,East
1096,23,Male,North
1097,45,Female,West
1098,24,Female,South
1099,24,Female,South
1100,33,Female,North
1101,20,Female,North
1102,37,Female,East
1103,47,Male,South
1104,38,Female,East
1105,52,Female,West
1106,25,Female,East
1107,44,Female,North
1108,30,Male,North
1109,33,Female,South
1110,51,Female,East
1111,57,Male,South
1112,61,Female,West
1113,20,Female,East
1114,50,Male,North
1115,30,Female,South
1116,62,Male,South
1117,63,Female,North
1118,54,Male,South
1119,30,Female,West
1120,51,Female,South
1121,19,Male,West
1122,47,Female,South
1123,43,Female,North
1124,40,Male,East
1125,55,Male,West
1126,57,Female,West
1127,59,Female,South
1128,21,Male,West
1129,55,Male,East
1130,51,Female,East
1131,47,Male,East
1132,41,Male,South
1133,28,Male,South
1134,43,Female,West
1135,21,Male,West
1136,29,Female,West
1137,61,Male,West
1138,43,Female,East
1139,35,Male,East
1140,25,Female,East
1141,56,Female,East
1142,38,Female,West
1143,49,Male,North
1144,24,Male,West
1145,44,Female,South
1146,21,Male,East
1147,21,Female,North
1148,45,Male,West
1149,43,Female,North
1150,26,Male,West
1151,32,Female,East
1152,53,Male,South
1153,53,Female,South
1154,41,Male,West
1155,41,Female,South
1156,31,Male,North
1157,53,Female,South
1158,56,Female,East
1159,47,Male,South
1160,40,Male,North
1161,39,Male,North
1162,65,Male,South
1163,19,Male,North
1164,33,Female,South
1165,47,Male,East
1166,54,Male,North
1167,60,Female,North
1168,24,Female,South
1169,22,Female,East
1170,18,Female,West
1171,24,Female,West
1172,24,Female,West
1173,59,Female,South
1174,29,Female,South
1175,49,Male,North
1176,64,Female,South
1177,26,Male,East
1178,31,Male,South
1179,28,Male,West
1180,36,Female,East
1181,37,Female,East
1182,52,Female,North
1183,46,Male,East
1184,36,Female,West
1185,42,Male,East
1186,27,Male,South
1187,25,Male,South
1188,46,Female,West
1189,62,Male,West
1190,57,Female,North
1191,18,Female,North
1192,33,Female,South
1193,21,Male,East
1194,57,Male,North
1195,20,Male,South
1196,58,Female,South
1197,35,Female,South
1198,28,Male,West
1199,42,Female,North
1200,33,Female,West
1201,34,Male,South
1202,28,Male,South
1203,42,Female,West
1204,63,Male,North
1205,30,Female,South
1206,60,Female,South
1207,38,Male,North
1208,44,Male,South
1209,60,Female,East
1210,57,Male,South
1211,61,Female,South
1212,45,Male,West
1213,58,Female,West
1214,25,Female,North
1215,38,Male,North
1216,64,Male,West
1217,47,Male,North
1218,20,Male,North
1219,37,Female,North
1220,62,Female,East
1221,24,Female,West
1222,46,Male,West
1223,24,Male,West
1224,53,Female,North
1225,56,Female,East
1226,38,Female,South
1227,50,Male,East
1228,58,Male,East
1229,24,Male,East
1230,54,Male,East
1231,61,Female,South
1232,38,Male,North
1233,47,Female,South
1234,46,Male,West
1235,27,Female,East
1236,20,Male,North
1237,31,Female,South
1238,59,Male,South
1239,31,Male,West
1240,26,Male,North
1241,49,Female,North
1242,63,Male,West
1243,42,Female,East
1244,18,Male,East
1245,45,Male,North
1246,24,Female,West
1247,42,Female,East
1248,62,Female,South
1249,45,Female,North
1250,40,Female,West
1251,48,Female,South
1252,26,Female,West
1253,39,Female,West
1254,47,Female,East
1255,32,Male,East
1256,41,Male,West
1257,53,Female,North
1258,36,Male,East
1259,35,Male,East
1260,33,Female,West
1261,18,Male,West
1262,62,Male,North
1263,23,Female,East
1264,34,Female,East
1265,26,Male,North
1266,32,Male,North
1267,37,Female,West
1268,24,Female,West
1269,54,Male,West
1270,45,Male,West
1271,49,Female,North
1272,34,Female,East
1273,65,Female,South
1274,59,Female,East
1275,60,Male,South
1276,38,Female,South
1277,39,Female,North
1278,21,Female,East
1279,18,Female,West
1280,39,Male,North
1281,50,Female,West
1282,39,Female,South
1283,33,Male,South
1284,50,Male,East
1285,20,Male,South
1286,43,Female,East
1287,36,Female,North
1288,40,Female,East
1289,24,Female,North
1290,57,Female,East
1291,37,Female,West
1292,23,Male,West
1293,35,Female,East
1294,53,Female,East
1295,37,Female,South
1296,39,Female,South
1297,48,Male,East
1298,38,Male,East
1299,35,Male,North
1300,41,Male,East
1301,34,Female,West
1302,19,Female,West
1303,22,Female,West
1304,25,Female,West
1305,36,Female,North
1306,57,Male,East
1307,51,Female,West
1308,63,Female,West
1309,41,Female,East
1310,25,Female,West
1311,36,Female,East
1312,65,Female,North
1313,21,Male,West
1314,52,Male,South
1315,40,Female,West
1316,36,Female,West
1317,27,Male,North
1318,23,Male,North
1319,24,Male,East
1320,42,Female,South
1321,51,Male,West
1322,56,Male,South
1323,65,Female,West
1324,55,Female,North
1325,37,Male,South
1326,30,Male,East
1327,51,Female,South
1328,29,Male,West
1329,39,Male,East
1330,47,Female,East
1331,48,Male,South
1332,44,Female,East
1333,58,Female,East
1334,43,Male,North
1335,48,Male,North
1336,22,Male,North
1337,19,Male,South
1338,30,Male,East
1339,39,Male,East
1340,38,Female,East
1341,45,Female,North
1342,34,Male,South
1343,22,Male,East
1344,35,Female,East
1345,18,Male,West
1346,21,Female,North
1347,38,Male,North
1348,55,Female,East
1349,50,Male,East
1350,37,Female,West
1351,42,Female,East
1352,51,Male,South
1353,44,Female,South
1354,21,Male,West
1355,26,Female,North
1356,60,Female,South
1357,26,Male,South
1358,35,Female,North
1359,22,Male,East
1360,62,Female,North
1361,46,Female,North
1362,26,Male,North
1363,24,Female,West
1364,62,Male,South
1365,41,Male,South
1366,57,Male,North
1367,44,Male,East
1368,21,Male,North
1369,36,Male,North
1370,52,Male,North
1371,35,Male,North
1372,61,Male,West
1373,24,Male,West
1374,22,Female,West
1375,50,Female,West
1376,49,Male,East
1377,45,Male,East
1378,57,Female,East
1379,62,Male,North
1380,59,Female,North
1381,55,Male,South
1382,28,Female,South
1383,53,Male,West
1384,54,Female,East
1385,20,Female,North
1386,40,Male,East
1387,27,Male,East
1388,36,Male,South
1389,37,Male,East
1390,54,Female,West
1391,36,Female,West
1392,28,Male,East
1393,65,Female,East
1394,53,Female,South
1395,64,Female,North
1396,57,Male,West
1397,46,Female,South
1398,60,Male,North
1399,63,Female,North
1400,39,Male,North
1401,20,Male,North
1402,37,Female,North
1403,49,Male,East
1404,38,Male,West
1405,19,Female,West
1406,46,Female,South
1407,20,Female,East
1408,21,Male,North
1409,65,Male,West
1410,41,Male,South
1411,19,Male,West
1412,65,Female,South
1413,38,Male,South
1414,33,Female,South
1415,48,Female,East
1416,20,Female,West
1417,47,Male,North
1418,53,Female,North
1419,61,Male,East
1420,55,Female,East
1421,29,Female,East
1422,63,Female,West
1423,46,Male,East
1424,48,Female,West
1425,31,Female,West
1426,27,Male,West
1427,27,Male,North
1428,58,Female,East
1429,21,Male,West
1430,58,Female,North
1431,59,Female,North
1432,44,Male,South
1433,60,Male,South
1434,53,Male,East
1435,22,Female,South
1436,24,Male,North
1437,65,Male,South
1438,60,Female,South
1439,23,Male,West
1440,25,Male,West
1441,55,Male,East
1442,54,Male,North
1443,46,Male,West
1444,42,Male,South
1445,53,Female,West
1446,48,Male,North
1447,47,Male,South
1448,64,Female,South
1449,38,Female,East
1450,42,Male,South
1451,49,Male,East
1452,44,Female,East
1453,48,Male,West
1454,55,Male,East
1455,48,Female,North
1456,27,Male,North
1457,31,Female,East
1458,44,Male,East
1459,29,Male,West
1460,26,Female,East
1461,59,Female,South
1462,39,Female,North
1463,43,Female,South
1464,48,Female,West
1465,43,Male,South
1466,48,Female,South
1467,34,Female,West
1468,27,Female,North
1469,63,Male,North
1470,47,Male,North
1471,42,Male,North
1472,33,Female,East
1473,20,Female,East
1474,56,Male,North
1475,22,Male,South
1476,58,Male,West
1477,37,Female,North
1478,53,Male,North
1479,29,Male,East
1480,58,Male,North
1481,51,Female,East
1482,54,Male,East
1483,26,Male,North
1484,24,Female,North
1485,27,Male,South
1486,33,Female,North
1487,60,Female,West
1488,43,Male,West
1489,35,Female,East
1490,24,Female,East
1491,21,Female,South
1492,36,Female,North
1493,26,Female,East
1494,39,Female,West
1495,36,Female,West
1496,29,Female,East
